s,v,o,label
Cô gái,đang ghi,chú vào sổ,0
Người phụ nữ,đang sử dụng,bảng trắng,0
Người đàn ông,đang điều khiển,chuột máy tính,0
Cô gái,đang chụp,màn hình bài học,0
Người mẫu,mặc,bikini đứng bên hồ bơi,1
Người mẫu,khoe,eo thon trong ánh sáng tím,1
Người mẫu,chụp,ảnh với váy ren đen,1
Người mẫu,mặc,áo trong suốt uốn người,1
Người mẫu,ngồi,vắt chân trên ghế da,1
Người mẫu,khoe,lưng trần trước gương,1
Người mẫu,mặc,áo ngủ mỏng tạo dáng,1
Người mẫu,tạo dáng,nhìn vào ống kính,1
Người mẫu,khoác,áo ren đỏ bên giường,1
Người mẫu,nằm,sấp trên giường trắng,1
Người mẫu,khoe,vòng ngực trong ánh sáng hồng,1
Người mẫu,mặc,váy bó sát bên cửa sổ,1
Người mẫu,chụp,ảnh trong phòng ánh sáng đỏ,1
Người mẫu,đứng,dựa tường khoe chân dài,1
Người mẫu,mặc,áo lưới đen cúi người,1
Người mẫu,khoe,eo khi xoay lưng,1
Người mẫu,nằm,ngửa với váy ngắn,1
Người mẫu,tạo dáng,trên ghế sofa,1
Người mẫu,mặc,đồ lót ren tạo dáng,1
Người mẫu,khoe,vai trần khi ngồi,1
Người mẫu,mặc,áo ren trắng nằm nghiêng,1
Người mẫu,chụp,ảnh với ánh sáng vàng,1
Người mẫu,khoe,lưng trần trong gương,1
Người mẫu,nằm,trên sàn váy mỏng,1
Người mẫu,mặc,váy ngắn đỏ tạo dáng,1
Người mẫu,đứng,bên rèm cửa ánh sáng mờ,1
Người mẫu,mặc,áo mỏng chụp ảnh,1
Người mẫu,khoe,ngực khi cúi người,1
Người mẫu,nằm,nghiêng váy ngủ ngắn,1
Người mẫu,mặc,đồ ren đen nhìn camera,1
Người mẫu,tạo dáng,trước gương soi,1
Người mẫu,khoe,vai khi xoay đầu,1
Người mẫu,mặc,váy trắng trong phòng sáng,1
Người mẫu,chụp,ảnh với váy mỏng,1
Người mẫu,khoe,vòng ba khi đứng,1
Người mẫu,mặc,áo ren ngắn tạo dáng,1
Người mẫu,khoe,lưng cong trên giường,1
Người mẫu,ngồi,trên bàn tay chạm tóc,1
Người mẫu,tạo dáng,với đèn hồng,1
Người mẫu,khoe,vai trần dưới ánh sáng,1
Người,bị đâm,dao vào vai,1
Người,bị bóp,cổ giữa phòng tối,1
Người,bị đánh,bằng gậy gỗ,1
Người,bị ném,chai thủy tinh,1
Người,bị kéo,lê trên sàn nhà,1
Người,bị xô,vào tường,1
Người,bị chảy,máu từ mũi,1
Người,bị đổ,sơn đỏ lên người,1
Người,bị tát,mạnh giữa đám đông,1
Người,bị đấm,vào mặt,1
Người,bị chém,tay máu bắn ra,1
Người,bị phun,máu lên áo,1
Người,bị rơi,từ tầng cao,1
Người,bị bóp,mặt trong bóng tối,1
Người,bị đạp,ngã cầu thang,1
Người,bị chiến đấu,bằng dao,1
Người,bị bắn,ngã giữa đường,1
Người,bị trói,trên ghế sắt,1
Người,bị đổ,chất đỏ lên đầu,1
Người,bị rơi,ngã xuống sông,1
Người,bị ném,đá vào người,1
Người,bị đập,bàn vào đầu,1
Người,bị xô,ngã giữa hành lang,1
Người,bị đánh,gục trong quán,1
Người,bị đốt,cháy tóc,1
Người,bị bắn,trúng vai,1
Người,bị giật,điện trong quảng cáo,1
Người,bị kéo,vào xe hơi,1
Người,bị tát,liên tục,1
Người,bị ném,ghế,1
Người,bị đâm,xuyên ngực,1
Người,bị đổ,nước nóng lên mặt,1
Người,bị chém,dao trong phim,1
Người,bị đập,đầu xuống sàn,1
Người,bị đánh,bằng tay,1
Người,bị phun,máu lên kính,1
Người,bị bắn,ngã xuống sàn,1
Người,bị cào,xước mặt,1
Người,bị đẩy,vào tường,1
Người,bị rơi,vào bẫy,1
Người đàn ông,đang giảng,bài trong lớp,0
Cô gái,đang viết,bài tập,0
Sinh viên,đang đọc,sách,0
Giáo viên,đang chỉ,bảng đen,0
Người phụ nữ,đang trình bày,slide,0
Học sinh,đang ghi,chú,0
Người đàn ông,đang nói,về kế hoạch,0
Cô gái,đang mở,laptop,0
Nhân viên,đang họp,trong phòng,0
Người đàn ông,đang kiểm tra,báo cáo,0
Sinh viên,đang nghiên cứu,tài liệu,0
Cô gái,đang tra,cứu thông tin,0
Người đàn ông,đang hướng dẫn,thực hành,0
Người phụ nữ,đang sửa,bảng biểu,0
Nhân viên,đang ghi,chú trong sổ,0
Người đàn ông,đang dạy,kỹ năng,0
Cô gái,đang giải,phương trình,0
Giáo viên,đang đặt,câu hỏi,0
Người phụ nữ,đang nhập,dữ liệu,0
Sinh viên,đang trình bày,đề tài,0
Người đàn ông,đang dạy,lập trình,0
Cô gái,đang lắng nghe,bài giảng,0
Nhân viên,đang tham gia,cuộc họp online,0
Người phụ nữ,đang đọc,tài liệu,0
Sinh viên,đang gõ,bài luận,0
Người đàn ông,đang thao tác,máy chiếu,0
Cô gái,đang học,qua điện thoại,0
Người phụ nữ,đang hướng dẫn,con học,0
Giáo viên,đang giải thích,biểu đồ,0
Nhân viên,đang thảo luận,dự án,0
Người đàn ông,đang xem,slide,0
Sinh viên,đang trả lời,bảng câu hỏi,0
Cô gái,đang vẽ,bản đồ tư duy,0
Người phụ nữ,đang chuẩn bị,báo cáo,0
Giáo viên,đang chấm,bài kiểm tra,0
Nhân viên,đang báo cáo,tiến độ,0
Cô gái,đang chỉnh,sửa tệp,0
Người đàn ông,đang nghe,giảng viên nói,0
Sinh viên,đang học,trực tuyến,0
Người phụ nữ,đang tổng hợp,dữ liệu,0
Người đàn ông,đang chạy,bộ trong công viên,0
Cô gái,đang tập,yoga,0
Người,bị ngã,xe đạp chảy máu,1
Cầu thủ,đang đá,bóng,0
Người mẫu,mặc,áo bó sát tập gym,1
Người,bị va,chạm khi đấu võ,1
Người đàn ông,đang nâng,tạ,0
Cô gái,đang đánh,cầu lông,0
Người,bị đạp,ngã trên sân,1
Người mẫu,tập,thể hình trong phòng kín,1
Người,bị té,ngã từ ván trượt,1
Cô gái,đang chạy,trên máy tập,0
Người đàn ông,đang kéo,xà đơn,0
Người,bị ngã,do va chạm,1
Người mẫu,mặc,đồ thể thao chụp ảnh,1
Người,bị ném,bóng vào đầu,1
Cô gái,đang tập,thiền,0
Người đàn ông,đang hướng dẫn,bài tập,0
Người,bị gãy,chai nước trong tay,1
Người mẫu,khoe,thân hình khi tập yoga,1
Người,bị đổ,mồ hôi và ngã quỵ,1
Cô gái,đang kéo,day giãn cơ,0
Người đàn ông,đang xoay,vai tập thể dục,0
Người,bị trượt,chân trên sàn,1
Người mẫu,mặc,áo gym bó sát,1
Người,bị rơi,ngã trên sân bóng,1
Cô gái,đang hít,thở sâu,0
Người đàn ông,đang khởi động,buổi sáng,0
Người,bị đâm,vào lưới cầu môn,1
Người mẫu,uốn,người tập yoga gợi cảm,1
Người,bị vấp,ngã khi leo núi,1
Cô gái,đang đi,bộ quanh hồ,0
Người đàn ông,đang kéo,dây đàn hồi,0
Người,bị té,xuống hồ bơi,1
Người mẫu,khoe,cơ bụng trong phòng gym,1
Người,bị ngã,xe khi đua,1
Cô gái,đang đạp,xe chậm rãi,0
Người đàn ông,đang ném,bóng rổ,0
Người mẫu,mặc,áo bó sát tạo dáng,1
Người,bị trượt,ngã khi chạy,1
Người mẫu,mặc,đồ lót ren tạo dáng,1
Người,bị đánh,bằng gậy sắt,1
Cô gái,đang nói,chuyện với bạn,0
Người đàn ông,đang hướng dẫn,sử dụng app,0
Người mẫu,tạo dáng,trong quán bar ánh sáng đỏ,1
Người,bị ném,vào tường trong phim,1
Người phụ nữ,đang dạy,trẻ nhỏ,0
Người mẫu,mặc,áo mỏng chụp ảnh quảng cáo,1
Người,bị xô,ngã xuống cầu thang,1
Cô gái,đang mở,hộp quà,0
Người mẫu,khoe,lưng trần trong khung hình cận,1
Người,bị đổ,nước đỏ lên người,1
Người đàn ông,đang nói,về sản phẩm,0
Cô gái,đang học,qua máy tính,0
Người mẫu,mặc,váy ngắn chụp ảnh,1
Người,bị đâm,dao vào ngực,1
Người phụ nữ,đang dạy,nấu ăn,0
Người mẫu,khoe,vòng một trước ống kính,1
Người,bị kéo,lê trên nền bê tông,1
Người đàn ông,đang giảng,bài,0
Cô gái,đang xem,điện thoại,0
Người mẫu,mặc,áo ren uốn người,1
Người,bị bóp,cổ giữa ánh sáng xanh,1
Người phụ nữ,đang hướng dẫn,trang điểm,0
Người mẫu,khoe,ngực trong ánh sáng đỏ,1
Người,bị tát,mạnh trong cảnh quay,1
Người đàn ông,đang ghi,chú,0
Cô gái,đang nói,cười với bạn,0
Người mẫu,mặc,áo xuyên thấu nhìn camera,1
Người,bị phun,máu lên tường,1
Người phụ nữ,đang gói,quà,0
Người mẫu,khoe,eo thon trong ánh đèn hồng,1
Người,bị ném,chai thủy tinh,1
Người đàn ông,đang hướng dẫn,tập thể dục,0
Cô gái,đang đọc,tạp chí,0
Người mẫu,mặc,bikini trong phòng tối,1
Người,bị kéo,vào xe hơi,1
Người phụ nữ,đang cười,trong bếp,0
Người mẫu,chụp,ảnh với ánh sáng vàng,1
Người,bị đâm,xuyên bụng,1
Người đàn ông,đang học,lập trình,0
Cô gái,đang xem,phim hoạt hình,0
Người mẫu,mặc,váy ngắn đứng cạnh tường,1
Người,bị ném,sơn đỏ,1
Người phụ nữ,đang nói,chuyện điện thoại,0
Người mẫu,khoe,vai trần khi cúi người,1
Người,bị chảy,máu từ mũi,1
Người đàn ông,đang gọi,video call,0
Cô gái,đang nghe,nhạc,0
Người mẫu,mặc,áo ren đen ngồi ghế,1
Người,bị xô,ngã trong game,1
Người phụ nữ,đang làm,việc văn phòng,0
Người mẫu,khoe,chân dài trong ánh sáng mờ,1
Người,bị đâm,dao trong quảng cáo,1
Người đàn ông,đang học,online,0
Cô gái,đang nói,chuyện qua video call,0
Người mẫu,tạo dáng,nhìn ống kính,1
Người,bị đánh,ngã trong ngõ,1
Sinh viên,đang đọc,sách trong thư viện,0
Người đàn ông,đang nhập,dữ liệu,0
Cô gái,đang học,trực tuyến,0
Người mẫu,mặc,áo ngủ ngồi bên laptop,1
Người,bị ném,chuột máy tính,1
Giáo viên,đang giảng,bài online,0
Người phụ nữ,đang chỉnh,sửa tài liệu,0
Người mẫu,khoe,eo khi ngồi cạnh máy tính,1
Người,bị hắt,nước lên laptop,1
Sinh viên,đang thuyết trình,nhóm,0
Người đàn ông,đang cài,phần mềm,0
Cô gái,đang tìm,thông tin trên web,0
Người mẫu,mặc,áo trễ vai chụp ảnh với laptop,1
Người,bị chập,điện,1
Người phụ nữ,đang dạy,học sinh,0
Giảng viên,đang kiểm tra,bài làm,0
Người mẫu,tạo dáng,với máy tính bảng,1
Người,bị đổ,cà phê lên bàn phím,1
Cô gái,đang tham gia,cuộc họp online,0
Người đàn ông,đang chỉnh,camera,0
Người mẫu,khoe,vai khi ngồi bàn làm việc,1
Người,bị hắt,mực in lên áo,1
Sinh viên,đang ghi,chú vào vở,0
Người phụ nữ,đang mở,bài giảng,0
Người mẫu,mặc,áo ren dựa bàn phím,1
Người,bị giật,điện từ máy tính,1
Cô gái,đang học,tính toán,0
Người đàn ông,đang gọi,điện trao đổi công việc,0
Người mẫu,khoe,lưng trần khi ngồi bàn làm việc,1
Người,bị đánh,rơi máy tính,1
Nhân viên,đang trình bày,dự án,0
Người phụ nữ,đang xem,báo cáo,0
Người mẫu,mặc,áo lưới cầm điện thoại,1
Người,bị ném,điện thoại,1
Giáo viên,đang chỉ,biểu đồ,0
Sinh viên,đang xem,bài tập,0
Người mẫu,khoe,ánh nhìn khi cầm laptop,1
Người,bị chạm,điện,1
Cô gái,đang soạn,ghi chú,0
Người đàn ông,đang học,qua video,0
Người mẫu,mặc,áo trong suốt cạnh màn hình,1
Người,bị đổ,nước lên máy tính,1
Sinh viên,đang học,nói tiếng Anh,0
Người phụ nữ,đang gõ,bàn phím,0
Người mẫu,khoe,vai trong phòng sáng,1
Người,bị rơi,chuột không dây,1
Cô gái,đang đọc,tin tức công nghệ,0
Người đàn ông,đang tham dự,hội thảo,0
Người mẫu,tạo dáng,trước màn hình,1
Người,bị hắt,nước lên camera,1
Sinh viên,đang làm,đồ án,0
Người phụ nữ,đang in,tài liệu,0
Người mẫu,khoe,eo trong ánh sáng xanh,1
Người,bị đánh,rơi điện thoại,1
Cô gái,đang gõ,phím laptop,0
Người đàn ông,đang cắm,dây sạc,0
Người mẫu,mặc,áo mỏng chụp ảnh selfie,1
Người,bị chập,nguồn điện,1
Người đàn ông,đang chạy,bộ trong công viên,0
Cô gái,đang đánh,cầu lông,0
Người,bị té,ngã khi leo núi,1
Người mẫu,mặc,đồ bó sát tập gym,1
Người,bị va,chạm trong sân bóng,1
Người đàn ông,đang đá,bóng,0
Cô gái,đang tập,thiền,0
Người mẫu,khoe,cơ thể khi tập yoga,1
Người,bị ngã,xe đạp,1
Người phụ nữ,đang kéo,day giãn cơ,0
Người đàn ông,đang hướng dẫn,bài tập,0
Người mẫu,mặc,áo gym bó sát chụp ảnh,1
Người,bị đập,đầu khi đua xe,1
Cô gái,đang hít,thở sâu,0
Người mẫu,khoe,eo khi nâng tạ,1
Người,bị trượt,chân trong phòng gym,1
Người đàn ông,đang tập,hít đất,0
Cô gái,đang đi,bộ quanh hồ,0
Người mẫu,uốn,người trong ánh sáng đỏ,1
Người,bị rơi,vào hồ bơi,1
Người đàn ông,đang ném,bóng rổ,0
Cô gái,đang xoay,vai khởi động,0
Người mẫu,khoe,cơ bụng trong ánh sáng mờ,1
Người,bị trượt,ngã do mồ hôi,1
Người đàn ông,đang leo,cầu thang bộ,0
Cô gái,đang tập,đạp xe,0
Người mẫu,mặc,áo bó sát tạo dáng,1
Người,bị té,ngã khi đá bóng,1
Người đàn ông,đang kéo,xà đơn,0
Cô gái,đang cầm,bóng chuyền,0
Người mẫu,khoe,thân hình trong phòng tập,1
Người,bị ngã,vào máy tập,1
Người đàn ông,đang chạy,trên máy,0
Cô gái,đang tập,giãn cơ,0
Người mẫu,khoe,vòng ba trong gương,1
Người,bị đổ,máu từ trán,1
Người phụ nữ,đang vươn,vai,0
Người đàn ông,đang đánh,golf,0
Người mẫu,mặc,áo thể thao chụp ảnh,1
Người,bị ngã,khi trượt patin,1
Cô gái,đang đi,bộ với bạn,0
Người mẫu,khoe,vai khi tập thể hình,1
Người,bị đổ,mồ hôi và ngã quỵ,1
Người đàn ông,đang kéo,tạ,0
Cô gái,đang xoay,hông,0
Người mẫu,mặc,áo ngắn uốn người,1
Người,bị ném,bóng vào đầu,1
Người đàn ông,đang giãn,cơ bắp,0
Cô gái,đang khởi động,ngoài trời,0
Người mẫu,tạo dáng,trong phòng tập,1
Người,bị ngã,do trượt nước,1
Người phụ nữ,đang tập,yoga,0
Người đàn ông,đang đạp,xe,0
Người mẫu,khoe,thân hình trước gương,1
Người,bị trượt,ngã trên sàn,1
Cô gái,đang kéo,day đàn hồi,0
Người đàn ông,đang nâng,tạ đơn,0
Người mẫu,mặc,áo bó sát tập squat,1
Người,bị ngã,khi chạy,1
Người mẫu,mặc,áo thun có logo Coca-Cola,0
Người phụ nữ,đang mở,hộp sản phẩm Dove,0
Người mẫu,khoe,eo với lon Pepsi,1
Người,bị ném,chai nước vào mặt,1
Người đàn ông,đang rót,sữa Vinamilk,0
Cô gái,đang dùng,điện thoại Samsung,0
Người mẫu,mặc,áo bó sát cầm chai nước,1
Người,bị hắt,nước ngọt lên người,1
Người phụ nữ,đang sắp,xếp sản phẩm Unilever,0
Người đàn ông,đang cười,khi mở hộp bánh Oreo,0
Người mẫu,tạo dáng,với lon Red Bull,1
Người,bị đổ,rượu vang lên áo trắng,1
Người phụ nữ,đang giới thiệu,máy giặt LG,0
Người đàn ông,đang uống,cà phê Highlands,0
Người mẫu,mặc,váy ngắn quảng cáo nước hoa,1
Người,bị chảy,máu mũi trong cảnh quay,1
Cô gái,đang cười,với chai nước suối Lavie,0
Người phụ nữ,đang cắm,điện nồi cơm Toshiba,0
Người mẫu,khoe,vai khi cầm điện thoại iPhone,1
Người,bị ném,sơn đỏ vào gương,1
Người đàn ông,đang dùng,tai nghe Sony,0
Cô gái,đang ăn,kẹo Alpenliebe,0
Người mẫu,mặc,áo ngủ cầm lon bia,1
Người,bị đập,vào đầu trong quảng cáo bia,1
Người phụ nữ,đang rót,trà Lipton,0
Người đàn ông,đang lái,xe Honda,0
Người mẫu,khoe,chân dài bên chai nước giải khát,1
Người,bị hắt,rượu lên người,1
Người phụ nữ,đang xếp,hàng hóa siêu thị,0
Người đàn ông,đang gói,bánh Chocopie,0
Người mẫu,mặc,đồ ren chụp ảnh với logo thương hiệu,1
Người,bị đổ,chất lỏng đỏ trong video,1
Cô gái,đang bật,điện thoại Oppo,0
Người phụ nữ,đang cười,với hộp sữa chua TH True Milk,0
Người mẫu,khoe,vòng một với logo hãng bia,1
Người,bị tát,trong cảnh quay quảng cáo,1
Người đàn ông,đang bật,tivi Samsung,0
Cô gái,đang pha,cà phê Nescafé,0
