"description","label"
"Một người nói viên thuốc này giúp đổi màu tóc tự nhiên trong 5 phút","1"
"Nam sinh đang đọc sách bằng bút dạ quang vàng","0"
"Cô gái đang uống trà hoa hồng trong quán nhỏ","0"
"Một người nói nước này giúp kéo dài tuổi thọ đến 900 năm","1"
"Nam sinh đang học nhóm trong lớp với bạn bè","0"
"Người đàn ông đang ăn salad rau củ trong bữa trưa","0"
"Nam sinh đang học bài bằng laptop trong phòng sáng đèn","0"
"Cô gái đang thử váy đen dài trong gương","0"
"Người đàn ông đang bật máy tính xem biểu đồ tăng trưởng","0"
"Cô gái đang ăn bánh ngọt socola cùng bạn","0"
"Nam sinh đang học tiếng Nhật qua tai nghe","0"
"Cô gái đang chọn túi xách da bò màu nâu đậm","0"
"Người đàn ông đang đọc báo kinh tế sáng sớm","0"
"Một người nói viên thuốc này giúp giảm 15kg khi đang ngủ","1"
"Cô gái đang thử váy hoa vàng nhẹ trong gương","0"
"Một người nói nước này giúp chữa bệnh gan chỉ trong 2 tiếng","1"
"Một người nói viên thuốc này giúp miễn dịch tuyệt đối vĩnh viễn","1"
"Người đàn ông đang bật máy tính xem email công việc","0"
"Cô gái đang ăn bánh mì phô mai buổi sáng","0"
"Một người nói viên thuốc này giúp đổi màu mắt chỉ trong 10 phút","1"
"Cô gái đang thử khuyên tai tròn trong tủ trang sức","0"
"Người đàn ông đang ăn sáng với đồng nghiệp trong quán cà phê","0"
"Cô gái đang chọn váy đỏ rượu vang trong cửa hàng","0"
"Nam sinh đang đọc tài liệu học tập bằng bút dạ quang xanh","0"
"Một người nói nước này giúp chữa bệnh trầm cảm trong vài phút","1"
"Cô gái đang uống trà matcha với bạn","0"
"Một người nói viên thuốc này giúp tăng trí nhớ 500%","1"
"Cô gái đang thử áo khoác len trắng trong phòng gương","0"
"Nam sinh đang học nhóm trong lớp","ánh sáng phản chiếu lên bàn"
"Cô gái đang ăn sáng với bánh ngọt và trà chanh","0"
"Người đàn ông đang bật máy tính xem tin tức tài chính","0"
"Cô gái đang chọn nước hoa mùi gỗ trầm","0"
"Nam sinh đang viết ghi chú bằng bút đen trong sổ","0"
"Cô gái đang uống cà phê latte trong buổi sáng yên tĩnh","0"
"Người đàn ông đang đọc tài liệu kế hoạch dự án trên bàn","0"
"Cô gái đang thử váy trắng trong ánh đèn vàng nhẹ","0"
"Nam sinh đang cười khi xem bài tập nhóm","0"
"Cô gái đang chọn khuyên tai hình lá bạc","0"
"Người đàn ông đang uống trà đen và đọc tin tức","0"
"Cô gái đang ăn bánh su kem với bạn","0"
"Một người nói nước này giúp đổi màu tóc trong vài phút","1"
"Cô gái đang chọn áo sơ mi kẻ caro trong cửa hàng đông khách","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong 30 phút","1"
"Nam sinh đang học tiếng Anh với sách mở trên bàn","0"
"Cô gái đang thử váy voan tím nhạt dưới ánh sáng đèn vàng","0"
"Người đàn ông đang uống cà phê đen trong quán buổi sáng","0"
"Cô gái đang ăn bánh macaron và cười nhẹ","0"
"Nam sinh đang viết bài tập trong lớp học yên tĩnh","0"
"Cô gái đang chọn son môi màu đỏ ruby trong cửa hàng","0"
"Một người nói viên thuốc này giúp giảm 20kg trong 3 giờ","1"
"Người đàn ông đang đọc báo tài chính sáng sớm","0"
"Nam sinh đang học tiếng Nhật bằng tai nghe","0"
"Người đàn ông đang ăn sáng với bánh mì và nước cam","0"
"Nam sinh đang học nhóm trong lớp học với ánh sáng nhẹ","0"
"Cô gái đang uống cà phê latte trong ly thủy tinh","0"
"Cô gái đang chọn nước hoa mùi chanh tươi","0"
"Cô gái đang ăn bánh ngọt cùng bạn bè trong quán nhỏ","0"
"Người đàn ông đang bật máy tính xem biểu đồ đầu tư","0"
"Cô gái đang thử váy đỏ đậm trong phòng thay đồ","0"
"Người đàn ông đang ăn sáng với trái cây và yến mạch","0"
"Cô gái đang chọn túi xách da màu nâu trong cửa hàng","0"
"Nam sinh đang học tiếng Hàn trên máy tính","0"
"Một người nói nước này giúp đổi gen người mãi mãi","1"
"Cô gái đang thử áo khoác len trắng","ánh sáng phản chiếu nhẹ"
"Cô gái đang ăn bánh kem dâu và cười tươi","0"
"Cô gái đang uống trà gừng với lát chanh tươi","0"
"Người đàn ông đang bật laptop xem tin tức","0"
"Cô gái đang chọn nước hoa mùi oải hương nhẹ","0"
"Cô gái đang thử váy hoa vàng trong phòng sáng","0"
"Người đàn ông đang đọc báo buổi sáng với tách trà","0"
"Cô gái đang uống cà phê cappuccino cùng bạn","0"
"Nam sinh đang ghi chú bằng bút mực xanh trong sổ","0"
"Cô gái đang thử khuyên tai tròn nhỏ trong tủ trang sức","0"
"Cô gái đang chọn váy ren hồng nhạt trong cửa hàng","0"
"Nam sinh đang học bài bằng laptop trong phòng sáng","0"
"Nam sinh đang học tiếng Trung bằng máy tính bảng","0"
"Cô gái đang thử váy trắng ngắn trong phòng thay đồ sáng","0"
"Người đàn ông đang bật máy tính xem báo cáo dự án","0"
"Cô gái đang ăn bánh su kem và uống trà chanh","0"
"Nam sinh đang học nhóm trong lớp với ánh sáng phản chiếu","0"
"Cô gái đang chọn áo khoác dạ màu xám nhạt","0"
"Người đàn ông đang đọc email công việc sáng sớm","0"
"Một người nói viên thuốc này giúp học nhanh hơn 500 lần","1"
"Cô gái đang thử son môi màu đỏ cam trước gương","0"
"Nam sinh đang đọc bài học trong vở với ánh sáng bàn học","0"
"Cô gái đang uống cà phê sữa trong buổi sáng yên tĩnh","0"
"Cô gái đang chọn khuyên tai đá nhỏ ánh sáng","0"
"Cô gái đang thử giày thể thao màu trắng trong cửa hàng sáng đèn","0"
"Một người nói viên thuốc này giúp giảm 10kg chỉ trong một buổi tối","1"
"Nam sinh đang học bài với laptop mở ở quán cà phê","0"
"Một người nói nước này giúp chữa bệnh ung thư gan vĩnh viễn","1"
"Cô gái đang uống nước ép cam tươi buổi sáng","0"
"Một người nói thuốc này được WHO xác nhận sai quy trình kiểm nghiệm","1"
"Người đàn ông đang bật máy tính xem đồ thị chứng khoán","0"
"Một người nói viên thuốc này giúp đổi màu tóc tự nhiên chỉ trong 3 phút","1"
"Cô gái đang chọn váy lụa đen dài trong cửa hàng","0"
"Một người nói nước này giúp kéo dài tuổi thọ lên 500 năm","1"
"Nam sinh đang viết công thức lập trình trong sổ tay","0"
"Một người nói thuốc này được NASA phát minh sai dữ liệu y học","1"
"Cô gái đang ăn bánh ngọt socola và uống trà sữa","0"
"Một người nói nước này giúp chữa bệnh trầm cảm mãn tính trong 1 giờ","1"
"Cô gái đang thử váy hoa tím trước gương lớn","0"
"Nam sinh đang học tiếng Nhật bằng ứng dụng điện thoại","0"
"Người đàn ông đang đọc email dự án với gương mặt tập trung","0"
"Một người nói thuốc này được WHO công bố sai dữ liệu nghiên cứu","1"
"Cô gái đang chọn nước hoa mùi vanilla ngọt nhẹ","0"
"Một người nói viên thuốc này giúp chữa bệnh gan chỉ trong vài phút","1"
"Cô gái đang ăn bánh su kem cùng bạn trong quán nhỏ","0"
"Người đàn ông đang uống trà đen nóng và đọc tin tức","0"
"Cô gái đang thử áo khoác len màu be","0"
"Một người nói nước này giúp chữa bệnh tiểu đường không cần thuốc","1"
"Người đàn ông đang bật laptop xem báo cáo tài chính","0"
"Cô gái đang chọn túi xách màu kem nhỏ trong tủ kính","0"
"Nam sinh đang đọc bài giảng điện tử","ánh sáng phản chiếu nhẹ"
"Cô gái đang thử váy trắng trong phòng thay đồ","0"
"Một người nói thuốc này được NASA công bố sai dữ liệu y tế","1"
"Cô gái đang uống trà matcha buổi chiều","0"
"Nam sinh đang ghi chú bằng bút dạ quang vàng","0"
"Cô gái đang ăn kem dâu cùng bạn","0"
"Người đàn ông đang đọc tài liệu công việc trong văn phòng","0"
"Một người nói viên thuốc này giúp chữa bệnh ung thư phổi","1"
"Cô gái đang thử váy hoa hồng phấn","0"
"Nam sinh đang học nhóm cùng bạn trong lớp","0"
"Cô gái đang uống cà phê đen và đọc sách","0"
"Người đàn ông đang bật máy tính xem kế hoạch tháng","0"
"Cô gái đang chọn khuyên tai vàng nhỏ ánh sáng","0"
"Cô gái đang thử áo khoác da nâu sáng","0"
"Cô gái đang uống trà chanh và cười nhẹ","0"
"Nam sinh đang học lập trình trên máy tính","0"
"Cô gái đang chọn váy ren hồng trong cửa hàng","0"
"Người đàn ông đang uống cà phê với đồng nghiệp","0"
"Cô gái đang thử nước hoa mùi hoa nhài","0"
"Cô gái đang ăn bánh ngọt socola trong quán cà phê","0"
"Nam sinh đang học nhóm trong lớp với ánh sáng nhẹ","0"
"Cô gái đang uống cà phê latte và cười với bạn","0"
"Người đàn ông đang bật máy tính xem bảng dự án","0"
"Cô gái đang thử áo khoác len màu xám nhạt","0"
"Nam sinh đang học tiếng Hàn với bạn trong thư viện","0"
"Một người nói nước này giúp chữa bệnh ung thư phổi chỉ trong 3 giờ","1"
"Cô gái đang chọn túi xách da nâu sáng trong cửa hàng","0"
"Người đàn ông đang uống trà và đọc tài liệu kinh doanh","0"
"Cô gái đang ăn sáng với bánh mì trứng và sữa","0"
"Nam sinh đang viết bài tập toán trong sổ","0"
"Cô gái đang uống cà phê đen cùng bạn bè","0"
"Người đàn ông đang đọc báo điện tử trên điện thoại","0"
"Cô gái đang thử váy xanh pastel trong phòng thay đồ","0"
"Cô gái đang ăn bánh kem vani và cười","0"
"Cô gái đang thử khuyên tai bạc trong hộp nhung nhỏ","0"
"ChatGPT đã nói:",""
"Cô gái đang thử áo khoác da màu đỏ trong gian hàng thời trang đông người","0"
"Một người nói viên thuốc này giúp chữa ung thư da chỉ trong 12 phút","1"
"Nam sinh đang học tiếng Anh qua laptop với ánh sáng bàn học","0"
"Một người nói nước này giúp giảm 20kg chỉ sau một giấc ngủ","1"
"Cô gái đang uống cà phê latte cùng bạn trong quán nhỏ","0"
"Một người nói thuốc này được WHO chứng nhận sai dữ liệu y học","1"
"Người đàn ông đang đọc báo kinh tế sáng sớm bên cửa sổ","0"
"Cô gái đang chọn nước hoa mùi oải hương nhẹ trong cửa hàng","0"
"Nam sinh đang viết ghi chú bài học bằng bút mực xanh","0"
"Một người nói thuốc này được NASA phát minh sai thông tin khoa học","1"
"Cô gái đang ăn bánh kem dâu trong buổi tiệc sinh nhật","0"
"Người đàn ông đang bật laptop xem bảng tính tài chính","0"
"Cô gái đang thử váy trắng trong phòng thay đồ có gương lớn","0"
"Nam sinh đang đọc sách trong thư viện yên tĩnh","0"
"Cô gái đang uống trà sữa matcha và cười nhẹ","0"
"Người đàn ông đang xem điện thoại trong phòng làm việc","0"
"Cô gái đang chọn son môi đỏ cam sáng trong tủ kính","0"
"Một người nói nước này giúp đổi màu da tự nhiên mãi mãi","1"
"Cô gái đang ăn bánh quy bơ cùng ly cà phê sữa","0"
"Người đàn ông đang đọc tài liệu dự án và ghi chú lại","0"
"Cô gái đang thử áo len màu be trong cửa hàng mùa đông","0"
"Nam sinh đang viết công thức toán học bằng bút dạ quang","0"
"Cô gái đang uống nước ép dưa hấu buổi sáng","0"
"Một người nói viên thuốc này giúp đổi màu mắt chỉ trong 5 phút","1"
"Người đàn ông đang bật máy tính xem email khách hàng","0"
"Cô gái đang chọn túi xách da màu nâu sáng","0"
"Người đàn ông đang uống trà gừng và đọc báo tài chính","0"
"Cô gái đang thử khuyên tai ngọc trai sáng bóng","0"
"Nam sinh đang học tiếng Trung với sách mở trên bàn","0"
"Một người nói thuốc này được Bộ Y tế cấp phép sai quy định","1"
"Người đàn ông đang nhìn biểu đồ trên màn hình máy tính","0"
"Cô gái đang chọn váy hoa vàng nhẹ nhàng","0"
"Nam sinh đang đọc ghi chú trên máy tính bảng","0"
"Cô gái đang ăn kem vani và cười tươi","0"
"Một người nói nước này giúp chữa bệnh ung thư da mãn tính","1"
"Nam sinh đang học lập trình bằng laptop","0"
"Cô gái đang uống trà hoa nhài với bạn","0"
"Người đàn ông đang ăn sáng với đồng nghiệp","0"
"Cô gái đang chọn vòng cổ bạc nhỏ ánh sáng phản chiếu","0"
"Nam sinh đang học nhóm trong thư viện","ánh sáng vàng dịu"
"Một người nói nước này giúp đổi màu da vĩnh viễn","1"
"Cô gái đang thử váy đỏ ngắn trong phòng gương sáng","0"
"Người đàn ông đang đọc báo kinh doanh với tách cà phê","0"
"Cô gái đang ăn bánh kem dâu tươi trong tiệm","0"
"Một người nói nước này giúp chữa bệnh ung thư phổi mãi mãi","1"
"Nam sinh đang học tiếng Anh qua ứng dụng","0"
"Cô gái đang uống trà chanh cùng bạn trên sân thượng","0"
"Một người nói viên thuốc này giúp kéo dài tuổi thọ hàng nghìn năm","1"
