s,v,o,label
Cô gái,trang,trí sổ tay bằng sticker nhiều màu,0
Quảng cáo,giới thiệu,dịch vụ xóa nợ xấu ngân hàng,1
Người phụ nữ,nhìn,whisky trước biển hiệu quảng cáo trong quán bar với poster thương hiệu,1
Cặp đôi,nhìn,rượu gin có thương hiệu trong quán bar với poster thương hiệu,1
Người đàn ông,đang giảng,bài cho học viên,0
Nhóm bạn,ăn,rượu whisky có thương hiệu trên livestream quảng bá,1
Nhóm bạn trẻ,nhìn,nước táo trong phòng khách,0
Một cậu thanh niên,mở,vodka trong video quảng bá trên livestream quảng bá,1
Nhóm sinh viên,quảng cáo,whisky trước biển hiệu quảng cáo trong lúc lái ô tô,1
Nhóm bạn trẻ,say,tequila có logo trong clip quảng cáo,1
Nhóm bạn,giơ,rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Một người đàn ông,rót,rượu mạnh trước biển hiệu quảng cáo,1
Một người đàn ông,uống,cà phê trong buổi picnic,0
Một người đàn ông,say,mojito không cồn trong phòng khách,0
Ba người bạn,mở,rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Cặp đôi,đưa,nước táo trong buổi tiệc gia đình,0
Anh nhân viên,nhìn,nước chanh khi đi dã ngoại,0
Nhóm bạn trẻ,nhìn,nước chanh trong phòng khách,0
Cặp đôi,nhấp,nước khoáng bên bãi biển,0
Một người đàn ông,nhấp,vodka có logo trên livestream quảng bá,1
Anh nhân viên,quảng cáo,nước táo trong phòng khách,0
Ba người bạn,mở,nước chanh trong buổi tiệc gia đình,0
Nhóm sinh viên,rót,rượu whisky có thương hiệu trên livestream quảng bá,1
Ánh sáng,nhấp nháy,từ phía màn hình,1
Người đàn ông,uống,vodka có logo trong quán bar với poster thương hiệu,1
Người,bị ném,bút,1
Nhóm bạn trẻ,ăn,bia không logo ở quán cà phê,0
Bàn tay,đang mở,hộp bánh ngọt,0
Đôi bạn trẻ,nhìn,rượu gin có thương hiệu trên livestream quảng bá,1
Anh nhân viên,nâng,tequila có logo trong quán bar với poster thương hiệu,1
Một cậu thanh niên,nhìn,nước lọc trong công viên,0
Anh nhân viên,cầm,nước ép dưa hấu trong buổi picnic,0
Ba người bạn,nhìn,vodka có logo trên livestream quảng bá,1
Người phụ nữ,mở,vodka trong video quảng bá trong lúc lái ô tô,1
Chàng trai,giơ,rum thương hiệu ABC trước biển hiệu quảng cáo,1
Một vật thể,màu đỏ,nằm giữa sàn gạch trắng,1
Cô nhân viên,rót,trà sữa khi xem bóng đá,0
Người đàn ông,đang thao tác,máy chiếu,0
Bạn nữ,giơ,sinh tố dâu bên bãi biển,0
Anh chàng,uống,cà phê trong phòng khách,0
Đôi bạn trẻ,uống,rum thương hiệu ABC trong quán bar với poster thương hiệu,1
Nhóm bạn trẻ,mở,vodka có logo trong khi leo núi,1
Bạn nữ,rót,rum thương hiệu ABC trong clip quảng cáo,1
Anh chàng,cụng,whisky trước biển hiệu quảng cáo khi điều khiển thuyền,1
Anh nhân viên,cụng,bourbon thương hiệu lớn trong khi leo núi,1
Cô gái,quảng cáo,trà sữa ở quán cà phê,0
Anh nhân viên,quảng cáo,bia nhẹ trong công viên,0
Ba người bạn,ăn,cà phê khi đi dã ngoại,0
MC,nói,sản phẩm được kiểm nghiệm bởi bác sĩ Mỹ dù không chứng cứ,1
Đôi bạn trẻ,cầm,trà sữa ở quán cà phê,0
Đôi bạn trẻ,giơ,rượu whisky có thương hiệu trong lúc lái ô tô,1
Anh nhân viên,cụng,nước khoáng khi đi dã ngoại,0
Cặp đôi,mở,nước lọc khi đi dã ngoại,0
Cặp đôi,giơ,bourbon thương hiệu lớn khi điều khiển thuyền,1
Một người đàn ông,cầm,nước táo trước rạp chiếu phim,0
Người đàn ông,nâng,bourbon thương hiệu lớn trong clip quảng cáo,1
Cặp đôi,ăn,nước lọc khi xem bóng đá,0
Một nhóm thanh niên,đưa,bia nhẹ bên bãi biển,0
Cô gái,đang nói,chuyện qua video call,0
Đôi bạn trẻ,uống,nước ép dưa hấu trong công viên,0
Người phụ nữ,nói,đây là thần dược giúp trẻ mãi không già,1
Cặp đôi,cụng,bia nhẹ trong buổi picnic,0
Cặp đôi,rót,tequila có logo trên livestream quảng bá,1
Người phụ nữ,rót,bia nhẹ trong buổi tiệc gia đình,0
Đôi bạn trẻ,giơ,nước ép dưa hấu trong công viên,0
Một nhóm thanh niên,rót,rum thương hiệu ABC khi điều khiển thuyền,1
Ba người bạn,giơ,bia lon trong buổi tiệc gia đình,0
Thanh niên,cầm,nước ép dưa hấu khi xem bóng đá,0
Người đàn ông,cụng,vodka trong video quảng bá khi điều khiển thuyền,1
Nhóm bạn,nâng,mojito không cồn ở quán cà phê,0
Ba người bạn,giơ,rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Người đàn ông,nâng,trà sữa trong công viên,0
Ba người bạn,ăn,rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Thanh niên,ăn,bia lon trước rạp chiếu phim,0
Thanh niên,nâng,vodka có logo trên livestream quảng bá,1
Ba người bạn,rót,rượu mạnh trong quán bar với poster thương hiệu,1
Thanh niên,nhấp,rượu whisky có thương hiệu trong lúc lái ô tô,1
Người đàn ông,nhấp,nước khoáng trước rạp chiếu phim,0
Người đàn ông,cụng,nước ngọt trong buổi picnic,0
Ba người bạn,uống,cà phê khi đi dã ngoại,0
Nhóm sinh viên,cầm,bia lon trong phòng khách,0
Nhóm bạn,uống,bia lon khi đi dã ngoại,0
Nhóm bạn,cụng,bia nhẹ trong buổi picnic,0
Cặp đôi,nhìn,nước ép dưa hấu bên bãi biển,0
Nhóm sinh viên,nhìn,nước ép dưa hấu trong công viên,0
Một nhóm thanh niên,cụng,nước khoáng ở quán cà phê,0
Thanh niên,giơ,rượu gin có thương hiệu trong khi leo núi,1
Ba người bạn,cụng,nước chanh ở quán cà phê,0
Thanh niên,nhấp,sinh tố dâu trước rạp chiếu phim,0
Người,bị đánh,bằng tay máu văng lên tường,1
Người đàn ông,nói,chuyện với khách hàng,0
Một cậu thanh niên,giơ,nước chanh trong buổi picnic,0
Thanh niên,ăn,bia không logo trước rạp chiếu phim,0
Cảnh,quay,cố tình tập trung vào vòng ba của người mẫu,1
Người phụ nữ,quảng cáo,nước táo trong công viên,0
Nhóm bạn trẻ,nhìn,trà sữa trong buổi tiệc gia đình,0
Bạn nữ,nâng,sinh tố dâu khi xem bóng đá,0
Một người đàn ông,mở,rum thương hiệu ABC trong lúc lái ô tô,1
Bạn nữ,cụng,nước ép dưa hấu ở quán cà phê,0
Một cậu thanh niên,mở,trà sữa ở quán cà phê,0
Chàng trai,giơ,mojito không cồn trước rạp chiếu phim,0
Một cậu thanh niên,say,nước táo trước rạp chiếu phim,0
Thanh niên,uống,nước táo trong buổi tiệc gia đình,0
Người phụ nữ,nói,uống trà này giúp chữa mọi bệnh,1
Một cậu thanh niên,nhấp,tequila có logo trong quán bar với poster thương hiệu,1
Thanh niên,giơ,nước chanh ở quán cà phê,0
Cô nhân viên,say,bia lon bên bãi biển,0
Ba người bạn,say,nước ngọt khi xem bóng đá,0
Video game,có,cảnh tra tấn hoặc máu me chi tiết,1
Cô gái,đưa,tequila có logo trong khi leo núi,1
Người phụ nữ,nhấp,nước chanh khi xem bóng đá,0
Người đàn ông,cầm,nước táo bên bãi biển,0
Một ngọn nến,đang cháy,trong căn phòng tối,1
Cô gái,nâng,rượu whisky có thương hiệu trên livestream quảng bá,1
Cô nhân viên,quảng cáo,vodka trong video quảng bá trước biển hiệu quảng cáo,1
Cặp đôi,nhấp,bia không logo ở quán cà phê,0
Cô gái,mỉm,cười trong tư thế khiêu gợi,1
Nhóm sinh viên,say,whisky trước biển hiệu quảng cáo trong clip quảng cáo,1
Bạn nữ,rót,bia lon bên bãi biển,0
Nhóm bạn,rót,nước ép dưa hấu trong phòng khách,0
Một nhóm thanh niên,ăn,nước ép dưa hấu khi đi dã ngoại,0
Nhóm bạn,cụng,nước táo trong phòng khách,0
Cô gái,say,bia nhẹ trong buổi picnic,0
Anh nhân viên,nhấp,bia không logo trước rạp chiếu phim,0
Cận cảnh,hiển thị,máy tính bảng có bàn phím rời,0
Đôi bạn trẻ,cầm,bia không logo trong buổi picnic,0
Người đàn ông,đang hướng,dẫn lập trình Python,0
Nhóm bạn trẻ,nâng,mojito không cồn trong phòng khách,0
Chàng trai,mở,tequila có logo khi điều khiển thuyền,1
Nhóm sinh viên,quảng cáo,bia nhẹ ở quán cà phê,0
Nhóm bạn,ăn,pizza vui vẻ,0
Ba người đàn ông,lái xe,cầm lon bia trên tay,1
Một người đàn ông,uống,rượu gin có thương hiệu trên livestream quảng bá,1
Người phụ nữ,nhấp,cà phê ở quán cà phê,0
Một nhóm thanh niên,ăn,nước ép dưa hấu ở quán cà phê,0
Một nhóm thanh niên,ăn,nước táo trong công viên,0
Cô gái,uống,vodka có logo trong clip quảng cáo,1
Người phụ nữ,uống,cà phê trong buổi picnic,0
Nhóm bạn,giơ,bia không logo trong phòng khách,0
Cặp đôi,quảng cáo,bia không logo trong phòng khách,0
Ba người bạn,giơ,bia không logo khi xem bóng đá,0
Cô nhân viên,rót,mojito không cồn khi xem bóng đá,0
Người mẫu,khoe,dáng trong ánh sáng xanh,1
Một người đàn ông,nâng,bia không logo ở quán cà phê,0
Nhóm bạn trẻ,đưa,nước ép cam trong phòng khách,0
Người phụ nữ,nhìn,nước lọc khi xem bóng đá,0
Thanh niên,uống,tequila có logo trên livestream quảng bá,1
Người,bị xô,vào tường,1
Một nhóm thanh niên,uống,bia nhẹ trước rạp chiếu phim,0
Một người đàn ông,say,bia không logo ở quán cà phê,0
Anh chàng,uống,cà phê trong công viên,0
Nhóm bạn,nhìn,rượu vang đỏ trước poster thương hiệu trước biển hiệu quảng cáo,1
Nhóm sinh viên,nâng,bia nhẹ trong buổi tiệc gia đình,0
Chàng trai,giơ,nước ép cam khi xem bóng đá,0
Cô gái,quảng cáo,rượu whisky có thương hiệu trong quán bar với poster thương hiệu,1
Cận cảnh,hiển thị,máy ảnh siêu nhỏ mini camera,0
Anh chàng,giơ,nước táo ở quán cà phê,0
Nhóm sinh viên,ăn,rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Nhóm sinh viên,mở,vodka có logo trong clip quảng cáo,1
Thanh niên,giơ,nước ép cam trong buổi tiệc gia đình,0
Một cậu thanh niên,nhìn,rượu gin có thương hiệu trong lúc lái ô tô,1
Người phụ nữ,uống,nước ép cam trong công viên,0
Chàng trai,uống,tequila có logo trong khi leo núi,1
Thanh niên,rót,rum thương hiệu ABC trên livestream quảng bá,1
Một cậu thanh niên,ăn,nước khoáng trong công viên,0
Anh nhân viên,cụng,bourbon thương hiệu lớn trên livestream quảng bá,1
Nhóm sinh viên,mở,bourbon thương hiệu lớn trong khi leo núi,1
Cặp đôi,nhìn,nước ép cam trong công viên,0
Đôi bạn trẻ,ăn,vodka trong video quảng bá trên livestream quảng bá,1
Nhóm sinh viên,uống,rượu whisky có thương hiệu trước biển hiệu quảng cáo,1
Đôi bạn trẻ,quảng cáo,rượu whisky có thương hiệu trong clip quảng cáo,1
Chàng trai,ăn,bia lon khi xem bóng đá,0
Người đàn ông,ăn,tequila có logo trong clip quảng cáo,1
Nhóm bạn trẻ,cầm,nước táo trong phòng khách,0
Chàng trai,cụng,rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Một cậu thanh niên,nhấp,rượu whisky có thương hiệu trong clip quảng cáo,1
Cô nhân viên,cụng,bia nhẹ trong buổi tiệc gia đình,0
Nhóm bạn,rót,vodka trong video quảng bá trong khi leo núi,1
Một người,nói,thuốc này được NASA phát triển sai,1
Người phụ nữ,nhìn,trà sữa trong công viên,0
Bạn nữ,nhấp,bia nhẹ khi đi dã ngoại,0
Nhóm sinh viên,uống,bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Thanh niên,cụng,rượu gin có thương hiệu trong quán bar với poster thương hiệu,1
Bạn nữ,uống,bourbon thương hiệu lớn trước biển hiệu quảng cáo,1
Người phụ nữ,nhìn,nước chanh trong công viên,0
Một cậu thanh niên,nhìn,mojito không cồn trước rạp chiếu phim,0
Thanh niên,uống,nước ép cam trong phòng khách,0
Đôi bạn trẻ,say,trà sữa bên bãi biển,0
Cô nhân viên,cụng,nước ép cam trong công viên,0
Cô gái,đang nói,chuyện với bạn,0
Cận cảnh,hiển thị,máy làm bánh mì nướng có khay trượt,0
Người mẫu,khoe,vai trong phòng thí nghiệm,1
Cô gái,cụng,rượu mạnh trước biển hiệu quảng cáo,1
Nhóm bạn trẻ,uống,tequila có logo khi điều khiển thuyền,1
Một nhóm thanh niên,uống,nước ép dưa hấu trong buổi tiệc gia đình,0
Cô nhân viên,cầm,cà phê trong công viên,0
Chàng trai,rót,rượu mạnh khi điều khiển thuyền,1
Cô nhân viên,giơ,tequila có logo trong lúc lái ô tô,1
Chàng trai,giơ,cà phê bên bãi biển,0
Nam sinh,viết,công thức hóa học trên giấy nháp,0
Nhóm bạn trẻ,nâng,vodka có logo khi điều khiển thuyền,1
Một người đàn ông,cầm,bia lon trong buổi picnic,0
Thanh niên,giơ,bourbon thương hiệu lớn trong clip quảng cáo,1
Cô gái,ăn,nước lọc trong buổi picnic,0
Nam sinh,làm,bài kiểm tra,0
Cặp đôi,quảng cáo,nước ép dưa hấu trước rạp chiếu phim,0
Bạn nữ,cầm,bia không logo khi đi dã ngoại,0
Đôi bạn trẻ,nhìn,nước chanh bên bãi biển,0
Một cậu thanh niên,nhấp,rượu whisky có thương hiệu trong lúc lái ô tô,1
Một nhóm thanh niên,quảng cáo,vodka trong video quảng bá trong khi leo núi,1
Anh chàng,uống,bia không logo khi xem bóng đá,0
Người phụ nữ,giơ,bia lon trong buổi tiệc gia đình,0
Chàng trai,uống,nước lọc trước rạp chiếu phim,0
Nhóm bạn,đưa,rượu gin có thương hiệu khi điều khiển thuyền,1
Thanh niên,say,bia lon trong buổi tiệc gia đình,0
Người đàn ông,rót,vodka trong video quảng bá khi điều khiển thuyền,1
Cô gái,cười,khi chụp ảnh cùng bạn bè,0
Người đàn ông,mở,rượu vang đỏ trước poster thương hiệu khi điều khiển thuyền,1
Anh chàng,say,trà sữa bên bãi biển,0
Ba người bạn,cụng,bia lon trong buổi tiệc gia đình,0
Một người,nhìn,biểu đồ tăng vọt,1
Cô gái,thử,áo blouse cổ xẻ sâu,0
Người phụ nữ,cụng,bia lon trước rạp chiếu phim,0
Cô gái,thử,mũ nồi màu nâu nhạt,0
Anh chàng,mở,vodka trong video quảng bá trên livestream quảng bá,1
Cô gái,ăn,trà sữa trong buổi tiệc gia đình,0
Nhóm sinh viên,nhìn,nước ép dưa hấu trong buổi picnic,0
Video,ghi hình,một người tập thể dục với máy tập leo núi,0
Nhóm sinh viên,quảng cáo,nước ép cam trong buổi picnic,0
Video game,có,cảnh tra tấn,1
Cô gái,giơ,rượu gin có thương hiệu trong lúc lái ô tô,1
Chàng trai,ăn,nước ép cam trước rạp chiếu phim,0
Người dùng,kiểm tra,trạng thái hoạt động của máy lọc không khí trên ứng dụng,0
Cô gái,nhìn,bourbon thương hiệu lớn trong clip quảng cáo,1
Thanh niên,quảng cáo,rượu vang đỏ trước poster thương hiệu trong khi leo núi,1
Một người đàn ông,mở,nước chanh ở quán cà phê,0
Anh chàng,cụng,nước táo trong buổi tiệc gia đình,0
Người phụ nữ,nâng,rum thương hiệu ABC khi điều khiển thuyền,1
Cô nhân viên,say,trà sữa ở quán cà phê,0
Người đàn ông,nhấp,mojito không cồn trong buổi picnic,0
Anh nhân viên,cầm,bourbon thương hiệu lớn trong lúc lái ô tô,1
Nhóm sinh viên,quảng cáo,rum thương hiệu ABC trước biển hiệu quảng cáo,1
Một người,nói,viên thuốc này được FDA công nhận giả,1
Cận cảnh,hiển thị,máy ảnh chụp dưới nước chuyên nghiệp,0
